id,unitPrice,long,lat
385,82394,116.42015,39.873865
386,52309,116.584507,39.918493
387,68491,116.476677,39.909357
388,61444,116.239296,39.899375
389,69272,116.318798,39.846036
390,42215,116.409433,40.072248
391,50704,116.336678,40.086835
392,54985,116.406539,40.052877
393,44534,116.418632,40.106372
394,53767,116.262523,39.891231
395,43149,116.653929,40.179646
396,19332,116.635549,39.649817
397,63971,116.443686,39.868881
398,84610,116.287045,39.926901
399,71273,115.813516,39.570912
400,38928,116.547724,40.103499
401,48582,116.340034,39.750433
402,39144,116.659558,39.898277
403,73127,116.442078,39.929619
404,46219,116.207758,39.754653
405,108777,116.42795,39.889177
406,45473,116.407267,40.056289
407,36803,116.16038,39.72978
408,62321,116.295647,39.865352
409,41108,116.494014,39.760972
410,55378,116.38314,39.861226
411,77927,116.469987,39.86958
412,45194,116.679673,39.931494
413,47989,116.495423,39.955836
414,108146,116.34062,39.835997
415,41143,116.457651,39.812527
416,37473,116.212868,39.806133
417,100705,116.292702,39.922243
418,90096,116.48749,39.994574
419,115815,116.388308,39.95718
420,48012,116.469116,39.985396
421,37861,116.498986,39.992055
422,99100,116.455593,39.917658
423,56030,116.355853,39.846297
424,48480,116.544899,39.963011
425,48385,116.433144,40.076888
426,96197,116.353169,39.88295
427,57314,116.676867,39.889862
428,99553,116.524354,39.946026
429,43436,116.457341,39.810829
430,47930,116.700018,39.872376
431,39170,116.554729,40.057545
432,118332,116.246703,39.961141
433,90137,116.317473,39.900715
434,105713,116.357528,39.891789
435,55122,116.655094,40.120458
436,31945,116.312555,39.724454
437,47492,116.183096,39.930016
438,73798,116.397582,39.966836
439,59163,116.374168,39.852835
440,126429,116.369463,39.881518
441,50688,116.427917,40.039348
442,54454,116.474454,39.869267
443,56344,116.469263,40.013662
444,30752,116.357821,39.740011
445,43771,116.635196,39.89468
446,96318,116.382937,39.962162
447,58567,116.172901,40.049017
448,43129,116.327059,39.751521
449,43771,116.635196,39.89468
450,96318,116.382937,39.962162
451,49011,116.680977,39.868023
452,41524,116.454855,39.798798
453,56015,116.476108,39.867236
454,52415,116.191735,39.898378
455,23755,116.009231,39.71369
456,55574,116.466986,39.869563
457,81145,116.351899,39.873876
458,71384,116.366469,39.838292
459,62296,116.500583,39.925366
460,42219,116.18589,39.773661
461,46790,116.338117,39.774593
462,43327,116.10902,39.905104
463,102865,116.369817,39.895152
464,72303,116.447303,39.898878
465,176396,116.372266,39.953907
466,62534,116.57977,39.91257
467,64606,116.346566,40.066852
468,30699,116.288453,39.782472
469,47321,116.301338,40.097243
470,40290,116.094967,39.942631
471,81145,116.351899,39.873876
472,41729,116.528137,39.856879
473,64000,116.373909,39.845164
474,50210,116.495265,39.908879
475,68640,116.481693,39.929253
476,63855,116.416506,40.081615
477,40828,116.322871,39.676828
478,54917,116.392736,39.852502
479,92728,116.282347,39.922638
480,56246,116.604581,39.915082
481,71461,116.506639,39.960702
482,59761,116.517304,39.911124
483,172514,116.441949,39.981834
484,56458,116.389454,39.855068
485,51286,116.635083,40.313521
486,39874,116.340317,39.739873
487,51403,116.337833,39.764754
488,54917,116.392736,39.852502
489,51782,116.405757,40.043196
490,50253,116.417006,39.784458
491,44787,116.416954,40.118876
492,51019,116.554817,39.919814
493,50369,116.266664,40.119384
494,33982,116.630337,39.875695
495,68209,116.57815,39.929918
496,43892,116.689613,39.894501
497,44979,116.168517,39.934108
498,48595,116.334764,39.774572
499,106080,116.435262,39.935694
500,64964,116.39567,39.852495
501,64233,116.413296,40.038588
502,58316,116.326053,40.06634
503,98444,116.480208,40.003439
504,161126,116.407267,40.056289
505,51770,116.503344,39.916744
506,50676,116.670638,39.882786
507,54651,116.407214,39.857128
508,120940,116.307667,39.953309
509,39055,116.651845,39.917447
510,64294,116.342578,39.865001
511,101868,116.333921,39.955971
512,108091,116.341031,39.879991
513,72799,116.473211,39.987677
514,62051,116.417861,39.863747
515,88507,116.302746,39.974491
516,52296,116.254803,39.867301
517,156963,116.32964,39.967848
518,48255,116.331595,39.792473
519,98444,116.480208,40.003439
520,69130,116.317182,39.880751
521,32036,116.177587,39.743443
522,56205,116.682365,39.926874
523,48882,116.322111,39.849897
524,40611,116.366867,39.744633
525,78334,116.43259,39.936187
526,56805,116.503344,39.916744
527,52254,116.597285,39.93146
528,43203,116.190014,39.919482
529,68159,115.967486,40.490345
530,61239,116.600336,39.898512
531,67365,116.250397,39.933344
532,58480,116.605629,39.930667
533,82389,116.414045,39.895318
534,47560,116.192763,39.923159
535,28462,116.402347,40.107203
536,81491,116.292702,39.922243
537,56191,116.432285,39.849133
538,71343,116.253815,39.928381
539,60490,116.324219,39.841752
540,113192,116.409556,39.960844
541,90443,116.503555,39.978464
542,65977,116.584544,39.924303
543,103275,116.705593,39.919702
544,99671,116.445526,39.941477
545,42257,116.42744,39.805836
546,51519,116.635083,40.313521
547,105264,116.305635,39.932996
548,76260,116.256081,40.078785
549,96606,116.3434,39.886029
550,61858,116.239296,39.899375
551,55722,116.326053,40.06634
552,29288,116.341393,39.783696
553,37853,116.451185,39.76489
554,109098,116.320861,39.905179
555,68602,116.310937,40.050827
556,79005,116.460162,39.98834
557,49694,116.635083,40.313521
558,97840,116.346,40.046254
559,61543,116.596245,39.902979
560,83222,116.415908,39.980744
561,24186,116.416573,39.668977
562,96142,116.284081,39.91793
563,55369,116.34123,39.79265
564,43786,116.569806,39.905803
565,88166,116.290887,40.032525
566,109148,116.438326,39.932222
567,47842,116.588166,39.905148
568,48373,116.320841,39.733911
569,60285,116.239296,39.899375
570,83348,116.400557,39.970648
571,70215,116.369534,39.839296
572,63701,116.416485,39.838412
573,142290,116.367521,39.895422
574,60020,116.303878,39.856631
575,84982,116.423028,39.997523
576,48649,116.603603,39.899131
577,147421,116.390457,39.97141
578,125569,116.298478,39.914177
579,50641,116.333144,39.822204
580,66207,116.49173,39.966096
581,47842,116.588166,39.905148
582,48373,116.320841,39.733911
583,92857,116.308503,39.877333
584,40911,116.454855,39.798798
585,88166,116.290887,40.032525
586,109148,116.438326,39.932222
587,37853,116.451185,39.76489
588,69288,116.512776,39.931043
589,94157,116.270312,40.033351
590,131386,116.412357,39.943395
591,109098,116.320861,39.905179
592,83011,116.404701,39.972413
593,49634,116.487083,39.982276
594,79005,116.460162,39.98834
595,79236,116.465104,39.895802
596,65425,116.491982,39.911506
597,99671,116.445526,39.941477
598,42257,116.42744,39.805836
599,51519,116.635083,40.313521
600,76260,116.256081,40.078785
601,96606,116.3434,39.886029
602,70573,116.360706,40.079493
603,39749,116.68951,39.873119
604,132484,116.398583,39.954445
605,83222,116.415908,39.980744
606,40488,116.649933,39.901049
607,37814,115.974831,40.47619
608,75800,116.432809,39.960587
609,57262,116.375234,39.997798
610,118303,116.336616,39.894695
611,98247,116.361747,39.887268
612,68602,116.310937,40.050827
613,43786,116.569806,39.905803
614,55369,116.34123,39.79265
615,24186,116.416573,39.668977
616,96142,116.284081,39.91793
617,51936,116.424895,40.066008
618,55347,116.186808,39.910922
619,91651,116.474849,39.887748
620,43784,116.682365,39.926874
621,64590,116.486259,39.972198
622,118575,116.420048,39.940806
623,125380,116.39434,39.952596
624,69544,116.408058,39.863235
625,60048,116.605734,39.91375
626,46116,117.114606,40.143231
627,61562,116.36364,39.849799
628,86097,116.241487,39.929221
629,69544,116.408058,39.863235
630,118575,116.420048,39.940806
631,62491,116.44849,39.873916
632,60048,116.605734,39.91375
633,57301,116.194184,39.928682
634,39647,116.31765,39.754555
635,46379,116.153184,39.932928
636,61448,116.50396,39.90878
637,43206,116.645514,39.876592
638,61763,116.631957,39.883757
639,68494,116.219604,39.900049
640,65488,116.499508,39.933269
641,98921,116.34866,39.950586
642,61562,116.36364,39.849799
643,36122,116.145142,39.750494
644,81425,116.344665,40.058826
645,125380,116.39434,39.952596
646,46116,117.114606,40.143231
647,86097,116.241487,39.929221
648,46095,116.388643,39.859752
649,38424,116.238905,39.838276
650,67558,116.322846,39.87073
651,41552,116.436536,39.782245
652,37414,116.544926,39.759016
653,59394,116.514921,39.930865
654,81237,116.407267,40.056289
655,74675,116.416601,39.979153
656,172942,116.350088,39.912259
657,68572,116.350169,40.034476
658,72805,116.514921,39.930865
659,102640,116.32202,39.927209
660,35779,116.585583,39.769079
661,112939,116.382062,39.882393
662,90580,116.443286,39.920127
663,70677,116.299553,39.834567
664,48154,116.655094,40.120458
665,46535,116.457651,39.812527
666,55091,116.506715,39.917255
667,52325,116.463373,39.797602
668,44004,116.647352,39.898697
669,43818,116.329808,40.056758
670,95306,116.352004,39.999074
671,46667,116.444364,39.848591
672,41627,116.340034,39.750433
673,74675,116.416601,39.979153
674,42750,116.684719,39.884921
675,62134,116.410397,39.842399
676,108755,116.454704,39.899644
677,116449,116.305604,39.911554
678,37523,116.379912,39.800139
679,76821,116.462014,39.986884
680,72805,116.514921,39.930865
681,66741,116.320825,39.843969
682,113432,116.427861,39.924699
683,71853,116.43985,39.8471
684,24374,116.635549,39.649817
685,61362,116.600336,39.898512
686,121020,116.32964,39.967848
687,53131,116.399989,40.046116
688,25584,116.148488,39.739123
689,108755,116.454704,39.899644
690,41627,116.340034,39.750433
691,46667,116.444364,39.848591
692,49071,116.500505,39.759235
693,68572,116.350169,40.034476
694,46535,116.457651,39.812527
695,49991,116.421526,40.044989
696,25584,116.148488,39.739123
697,72402,116.455024,39.992821
698,48785,116.215099,40.124737
699,41429,116.338823,39.754475
700,154013,116.336616,39.894695
701,47023,116.675503,39.928819
702,73068,116.322846,39.87073
703,70116,116.481916,39.883153
704,39107,116.259314,40.159611
705,38921,116.323826,39.729959
706,71575,116.322846,39.87073
707,106427,116.305635,39.932996
708,66955,116.522715,39.90998
709,43957,117.114606,40.143231
710,70043,116.514192,39.929839
711,91247,116.431985,40.049685
712,113719,116.434635,39.894554
713,63590,116.407526,39.90403
714,144695,116.354464,39.921532
715,61362,116.600336,39.898512
716,66690,116.500583,39.925366
717,46417,116.502547,39.76803
718,80651,116.409892,39.863822
719,112939,116.382062,39.882393
720,51470,116.35649,40.076755
721,83892,116.250392,39.902012
722,150400,116.412495,39.939284
723,103017,116.351284,39.881622
724,66689,116.360706,40.079493
725,50096,116.453958,39.867764
726,86150,116.281292,39.926268
727,61763,116.631957,39.883757
728,68494,116.219604,39.900049
729,69799,116.514921,39.930865
730,33101,116.66361,40.185009
731,54167,116.286681,39.842014
732,67418,116.4185,39.969
733,30135,116.173954,39.772085
734,55387,116.294809,39.895627
735,45163,116.216589,39.901761
736,52242,116.194776,39.927301
737,38921,116.323826,39.729959
738,60841,116.208341,39.917109
739,66690,116.500583,39.925366
740,71575,116.322846,39.87073
741,80651,116.409892,39.863822
742,52447,116.578175,39.906913
743,42979,116.667649,39.882425
744,46164,116.705593,39.919702
745,71429,116.436276,39.865481
746,46417,116.502547,39.76803
747,64616,116.227754,39.89044
748,79218,116.407526,39.90403
749,52747,116.325211,39.771608
750,67567,116.41905,40.046788
751,69101,116.508743,39.929975
752,73256,116.469116,39.985396
753,109756,116.430803,39.923853
754,84568,116.36122,39.955014
755,52038,116.352018,40.088588
756,81448,116.438601,39.957434
757,61448,116.50396,39.90878
758,128569,116.376167,39.899149
759,43709,116.215894,39.758093
760,40992,116.434315,39.781429
761,44850,116.596677,40.044062
762,61186,116.407267,40.056289
763,34995,116.649763,39.830345
764,104641,116.347011,39.889922
765,88163,116.397582,39.966836
766,59401,116.476602,39.937508
767,93912,116.45074,39.907223
768,73551,116.481664,39.899761
769,66194,116.389799,39.862438
770,33187,116.651068,40.18518
771,98640,116.309023,39.96614
772,75420,116.464307,39.887803
773,37993,116.313073,39.7558
774,63885,116.457254,39.805923
775,67953,116.412411,40.025265
776,120868,116.334408,39.936055
777,107463,116.409884,39.963044
778,69821,116.361611,39.866177
779,65488,116.499508,39.933269
780,68494,116.219604,39.900049
781,61763,116.631957,39.883757
782,98921,116.34866,39.950586
783,67567,116.41905,40.046788
784,88163,116.397582,39.966836
785,34995,116.649763,39.830345
786,61186,116.407267,40.056289
787,73256,116.469116,39.985396
788,66689,116.360706,40.079493
789,50096,116.453958,39.867764
790,150400,116.412495,39.939284
791,103017,116.351284,39.881622
792,74675,116.416601,39.979153
793,104641,116.347011,39.889922
794,69101,116.508743,39.929975
795,128569,116.376167,39.899149
796,92836,116.402184,39.867838
797,36968,116.451185,39.76489
798,71901,116.487034,39.899552
799,50392,116.188799,39.933031
800,61568,116.271039,39.895357
801,90530,116.282347,39.922638
802,37455,117.114058,40.13357
803,94937,116.428922,39.920856
804,112068,116.362464,39.877454
805,105083,116.369496,39.973069
806,39668,116.246727,40.19894
807,103186,116.431576,39.978956
808,87425,116.402637,39.875521
809,123183,116.404311,40.00551
810,125775,116.404311,40.00551
811,69301,116.318027,40.077
812,48841,116.408622,40.00848
813,91277,116.366545,39.970973
814,100887,116.269284,39.907156
815,42924,116.699954,39.871546
816,46017,116.399989,40.046116
817,40580,116.327059,39.751521
818,47748,116.433144,40.076888
819,56910,116.466904,39.872936
820,37336,116.426021,39.808336
821,65011,116.345625,39.874089
822,93350,116.515108,39.924324
823,58640,116.424863,39.85913
824,72014,116.251229,39.922938
825,54201,116.658951,39.887509
826,44971,116.500505,39.759235
827,144655,116.407365,39.950675
828,54371,116.588302,39.922868
829,39818,116.330185,39.993196
830,50564,116.226391,39.90163
831,77435,116.326662,39.897928
832,65447,116.525374,39.93788
833,49935,116.19925,39.910808
834,41617,116.313153,39.745838
835,58409,116.288569,39.837178
836,39782,116.325368,39.734907
837,85976,116.465153,39.894756
838,37968,116.428989,40.067547
839,38958,116.366867,39.744633
840,37968,116.428989,40.067547
841,54823,116.260814,39.860872
842,30194,116.105498,39.927
843,38723,116.114858,39.933511
844,119618,116.438326,39.932222
845,76404,116.487083,39.982276
846,44432,116.424786,39.787057
847,126631,116.371706,39.873757
848,86886,116.254795,40.04819
849,39764,116.622618,39.905289
850,76415,116.437794,39.91709
851,100791,116.319442,39.902392
852,59387,116.328873,39.774829
853,86418,116.438084,39.97022
854,73353,116.475671,40.000064
855,35860,116.313073,39.7558
856,53925,116.609326,39.897627
857,57357,116.209545,39.902124
858,36493,116.205069,39.755344
859,26826,116.316091,39.96227
860,63357,116.314341,39.884122
861,65820,116.239296,39.899375
862,126678,116.333916,39.90846
863,63022,116.354168,40.065967
864,62824,116.57815,39.929918
865,39625,116.631718,40.131431
866,68208,116.368558,40.078021
867,34939,116.35511,39.740867
868,45762,116.554734,39.824861
869,37528,116.608145,39.887675
870,47975,116.428989,40.067547
871,48269,116.208341,39.917109
872,126783,116.412157,39.950601
873,49917,116.336705,39.793464
874,109163,116.445791,39.921134
875,50418,116.548806,39.911285
876,41830,116.452557,39.803715
877,108248,116.37007,39.963017
878,36096,116.686128,39.913109
879,36158,116.16553,39.768034
880,43259,116.215142,39.760045
881,49110,116.434091,39.853746
882,66667,116.447303,39.898878
883,53785,116.684673,39.880554
884,44383,116.635196,39.89468
885,73643,116.4067,39.864063
886,88242,116.503555,39.978464
887,47169,116.185617,39.770701
888,58153,116.419554,39.869001
889,66849,116.469271,39.875693
890,60907,116.366469,39.838292
891,49219,116.197347,39.91834
892,53726,116.47761,39.868981
893,33660,116.404969,39.710719
894,110536,116.327299,39.923616
895,50667,116.441519,39.844701
896,35357,116.662692,40.111975
897,58076,116.410842,39.845393
898,65003,116.500233,39.923614
899,50667,116.441519,39.844701
900,33660,116.404969,39.710719
901,45861,116.394902,39.811035
902,111458,116.349012,39.949661
903,66667,116.447303,39.898878
904,69381,116.309145,40.068654
905,24343,116.009231,39.71369
906,60907,116.366469,39.838292
907,110536,116.327299,39.923616
908,43259,116.215142,39.760045
909,60928,116.588302,39.922868
910,90838,116.444803,39.898489
911,36158,116.16553,39.768034
912,36096,116.686128,39.913109
913,49110,116.434091,39.853746
914,64337,116.306665,39.836179
915,33511,116.66226,40.113007
916,41088,116.48453,39.763302
917,56376,116.374168,39.852835
918,79165,116.471454,39.97925
919,22629,116.009231,39.71369
920,75528,116.412888,40.028668
921,55549,116.503615,39.959278
922,44628,116.554734,39.824861
923,94123,116.431985,40.049685
924,91886,116.214802,40.035728
925,89861,116.331136,40.043676
926,53259,116.588428,39.931138
927,54668,116.321421,40.07258
928,53721,116.426788,39.801394
929,97057,116.330063,40.045899
930,54278,116.407267,40.056289
