id,unitPrice,long,lat
4,29696,116.549071,40.156489
64,23061,116.62353700000001,40.358542
80,11339,116.797243,40.418039
201,27558,116.40726699999999,40.056289
284,20795,116.63967199999999,39.650771999999996
301,22592,116.15084099999999,39.724425
370,19332,116.635549,39.649817
376,22375,116.30705400000001,39.626386
381,21819,116.073421,39.712556
396,19332,116.635549,39.649817
455,23755,116.009231,39.71369
535,28462,116.40234699999999,40.107203000000005
552,29288,116.341393,39.783696
561,24186,116.416573,39.668977000000005
615,24186,116.416573,39.668977000000005
684,24374,116.635549,39.649817
688,25584,116.14848799999999,39.739123
696,25584,116.14848799999999,39.739123
859,26826,116.31609099999999,39.962270000000004
905,24343,116.009231,39.71369
919,22629,116.009231,39.71369
988,26198,116.15112099999999,39.738634999999995
989,26198,116.15112099999999,39.738634999999995
1000,29499,116.21376200000002,39.807999
1024,23316,116.11868600000001,39.9248
1136,23431,116.730626,40.210035
1157,25371,116.15356100000001,39.739804
1190,22506,116.408273,40.114585999999996
1193,25557,116.419385,40.063277
1255,29511,116.648974,40.17391
1275,29511,116.648974,40.17391
1338,27551,116.63608,39.662544
1373,27551,116.63608,39.662544
1393,27719,116.21376200000002,39.807999
1436,22404,116.635549,39.649817
1441,27458,116.416501,40.127938
1466,25806,116.34091000000001,39.744477
1470,25766,116.34646000000001,39.761275
1476,25806,116.34091000000001,39.744477
1549,28309,116.07003300000001,39.710592
1554,28860,116.071979,39.711147
1575,27639,116.14638000000001,39.74822
1621,29227,116.309177,39.629622
1646,28357,116.66798600000001,40.033669
1664,18361,116.295093,39.806092
1667,28357,116.66798600000001,40.033669
1672,25040,116.07919,39.71459
1689,27698,116.40234699999999,40.107203000000005
1693,27792,116.431577,40.10185
1696,27083,116.657474,40.203521
1703,27907,116.416501,40.127938
1704,29524,116.638117,40.337662
1711,23840,116.17395400000001,39.772085
1712,26633,116.07919,39.71459
1713,26063,116.009231,39.71369
1719,26404,116.07919,39.71459
1737,23160,116.009231,39.71369
1740,27907,116.416501,40.127938
1743,29524,116.638117,40.337662
1747,26435,116.70107,39.720037
1748,27083,116.657474,40.203521
1755,27792,116.431577,40.10185
1760,25772,116.408824,40.065221
1774,26404,116.07919,39.71459
1801,27907,116.416501,40.127938
1802,29524,116.638117,40.337662
1804,27792,116.431577,40.10185
1805,27083,116.657474,40.203521
1812,25772,116.408824,40.065221
1816,23160,116.009231,39.71369
1826,23840,116.17395400000001,39.772085
1827,26633,116.07919,39.71459
1846,26404,116.07919,39.71459
1854,26063,116.009231,39.71369
1869,23765,116.66798600000001,40.033669
1878,24830,116.059719,39.715565000000005
1894,24830,116.059719,39.715565000000005
1914,23765,116.66798600000001,40.033669
1942,24194,116.635658,39.649867
2025,26933,116.31473999999999,39.520624
2090,22383,116.31473999999999,39.520624
2130,27547,116.62666599999999,40.02767
2144,21094,116.07378200000001,39.6489
2162,27189,116.138304,40.240967
2214,29161,116.29443,39.701877
2238,27189,116.138304,40.240967
2290,26163,116.407526,39.90403
2344,15053,116.295093,39.806092
2412,26119,116.558341,39.7489
2432,24591,116.15084099999999,39.724425
2442,21400,116.07378200000001,39.6489
2446,29789,116.32266899999999,39.632261
2471,20543,116.068596,39.656326
2476,22853,116.064729,39.673553999999996
2496,28859,116.14955900000001,39.723749
2509,27237,116.558341,39.7489
2536,27376,116.309177,39.629622
2545,24001,116.416078,39.670141
2565,27376,116.309177,39.629622
2571,17163,115.95998,39.722176
2609,22988,116.416573,39.668977000000005
2635,16478,116.012803,39.705969
2648,24001,116.416078,39.670141
2659,29679,116.648974,40.17391
2684,29679,116.648974,40.17391
2702,17326,116.06896699999999,39.671698
2721,24852,116.83355900000001,40.363483
